Using cpu device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
Logging to runs/g3nz66us\runs/g3nz66us_0
[2K----------------------------------━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m1,905/5,000,000 [0m [ [33m0:00:01[0m < [36m1:09:56[0m , [31m1,191 it/s[0m ]
| rollout/           |           |
[2K------------------------------------------━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m12,170/5,000,000 [0m [ [33m0:00:20[0m < [36m2:19:28[0m , [31m596 it/s[0m ]
| rollout/                |              |
|    ep_len_mean          | 1e+03        |
|    ep_rew_mean          | -5.22e+03    |
| time/                   |              |
|    fps                  | 598          |
|    iterations           | 6            |
|    time_elapsed         | 20           |
|    total_timesteps      | 12288        |
| train/                  |              |
|    approx_kl            | 0.0021164357 |
|    clip_fraction        | 0.00181      |
|    clip_range           | 0.2          |
|    entropy_loss         | -4.25        |
|    explained_variance   | -0.000599    |
|    learning_rate        | 0.0003       |
|    loss                 | 2.16e+03     |
|    n_updates            | 50           |
|    policy_gradient_loss | -0.0016      |
|    std                  | 0.993        |
|    value_loss           | 5.08e+03     |
------------------------------------------
[2K------------------------------------------━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m14,235/5,000,000 [0m [ [33m0:00:23[0m < [36m2:18:31[0m , [31m600 it/s[0m ]
| rollout/                |              |
|    ep_len_mean          | 1e+03        |
|    ep_rew_mean          | -5.23e+03    |
| time/                   |              |
|    fps                  | 601          |
|    iterations           | 7            |
|    time_elapsed         | 23           |
|    total_timesteps      | 14336        |
| train/                  |              |
|    approx_kl            | 0.0014072687 |
|    clip_fraction        | 0.000293     |
|    clip_range           | 0.2          |
|    entropy_loss         | -4.24        |
|    explained_variance   | -0.000115    |
|    learning_rate        | 0.0003       |
|    loss                 | 2.15e+03     |
|    n_updates            | 60           |
|    policy_gradient_loss | -0.000727    |
|    std                  | 0.998        |
|    value_loss           | 4.87e+03     |
------------------------------------------
[2K------------------------------------------━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m16,292/5,000,000 [0m [ [33m0:00:27[0m < [36m2:19:09[0m , [31m597 it/s[0m ]
| rollout/                |              |
|    ep_len_mean          | 1e+03        |
|    ep_rew_mean          | -5.24e+03    |
| time/                   |              |
|    fps                  | 598          |
|    iterations           | 8            |
|    time_elapsed         | 27           |
|    total_timesteps      | 16384        |
| train/                  |              |
|    approx_kl            | 0.0016606557 |
|    clip_fraction        | 0.00518      |
|    clip_range           | 0.2          |
|    entropy_loss         | -4.28        |
|    explained_variance   | -4.42e-05    |
|    learning_rate        | 0.0003       |
|    loss                 | 1.36e+03     |
|    n_updates            | 70           |
|    policy_gradient_loss | -0.00188     |
|    std                  | 1.01         |
|    value_loss           | 4.51e+03     |
------------------------------------------
[2K------------------------------------------━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m18,318/5,000,000 [0m [ [33m0:00:30[0m < [36m2:22:06[0m , [31m584 it/s[0m ]
| rollout/                |              |
|    ep_len_mean          | 1e+03        |
|    ep_rew_mean          | -5.25e+03    |
| time/                   |              |
|    fps                  | 597          |
|    iterations           | 9            |
|    time_elapsed         | 30           |
|    total_timesteps      | 18432        |
| train/                  |              |
|    approx_kl            | 0.0039600483 |
|    clip_fraction        | 0.0125       |
|    clip_range           | 0.2          |
|    entropy_loss         | -4.31        |
|    explained_variance   | -0.000255    |
|    learning_rate        | 0.0003       |
|    loss                 | 1.55e+03     |
|    n_updates            | 80           |
|    policy_gradient_loss | -0.00309     |
|    std                  | 1.02         |
|    value_loss           | 4.08e+03     |
------------------------------------------
[2K------------------------------------------━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m20,343/5,000,000 [0m [ [33m0:00:34[0m < [36m2:26:02[0m , [31m568 it/s[0m ]
| rollout/                |              |
|    ep_len_mean          | 1e+03        |
|    ep_rew_mean          | -5.26e+03    |
| time/                   |              |
|    fps                  | 594          |
|    iterations           | 10           |
|    time_elapsed         | 34           |
|    total_timesteps      | 20480        |
| train/                  |              |
|    approx_kl            | 0.0040104934 |
|    clip_fraction        | 0.0085       |
|    clip_range           | 0.2          |
|    entropy_loss         | -4.32        |
|    explained_variance   | 1.97e-05     |
|    learning_rate        | 0.0003       |
|    loss                 | 1.45e+03     |
|    n_updates            | 90           |
|    policy_gradient_loss | -0.00208     |
|    std                  | 1.02         |
|    value_loss           | 3.82e+03     |
------------------------------------------
[2K------------------------------------------━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m22,357/5,000,000 [0m [ [33m0:00:38[0m < [36m2:15:25[0m , [31m613 it/s[0m ]
| rollout/                |              |
|    ep_len_mean          | 1e+03        |
|    ep_rew_mean          | -5.25e+03    |
| time/                   |              |
|    fps                  | 585          |
|    iterations           | 11           |
|    time_elapsed         | 38           |
|    total_timesteps      | 22528        |
| train/                  |              |
|    approx_kl            | 0.0054611634 |
|    clip_fraction        | 0.0346       |
|    clip_range           | 0.2          |
|    entropy_loss         | -4.32        |
|    explained_variance   | -6.44e-06    |
|    learning_rate        | 0.0003       |
|    loss                 | 1.39e+03     |
|    n_updates            | 100          |
|    policy_gradient_loss | -0.00459     |
|    std                  | 1.02         |
|    value_loss           | 3.5e+03      |
------------------------------------------
[2K----------------------------------------━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m24,514/5,000,000 [0m [ [33m0:00:42[0m < [36m2:15:09[0m , [31m614 it/s[0m ]
| rollout/                |            |
|    ep_len_mean          | 1e+03      |
|    ep_rew_mean          | -5.26e+03  |
| time/                   |            |
|    fps                  | 581        |
|    iterations           | 12         |
|    time_elapsed         | 42         |
|    total_timesteps      | 24576      |
| train/                  |            |
|    approx_kl            | 0.00523378 |
|    clip_fraction        | 0.0279     |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.32      |
|    explained_variance   | -1.48e-05  |
|    learning_rate        | 0.0003     |
|    loss                 | 1.4e+03    |
|    n_updates            | 110        |
|    policy_gradient_loss | -0.00371   |
|    std                  | 1.02       |
|    value_loss           | 3.17e+03   |
----------------------------------------
[2K-----------------------------------------━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m26,542/5,000,000 [0m [ [33m0:00:45[0m < [36m2:16:31[0m , [31m607 it/s[0m ]
| rollout/                |             |
|    ep_len_mean          | 1e+03       |
|    ep_rew_mean          | -5.25e+03   |
| time/                   |             |
|    fps                  | 582         |
|    iterations           | 13          |
|    time_elapsed         | 45          |
|    total_timesteps      | 26624       |
| train/                  |             |
|    approx_kl            | 0.004485323 |
|    clip_fraction        | 0.0189      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.31       |
|    explained_variance   | 2.57e-05    |
|    learning_rate        | 0.0003      |
|    loss                 | 1.1e+03     |
|    n_updates            | 120         |
|    policy_gradient_loss | -0.002      |
|    std                  | 1.01        |
|    value_loss           | 2.89e+03    |
-----------------------------------------
[2K-----------------------------------------━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m28,597/5,000,000 [0m [ [33m0:00:49[0m < [36m2:22:34[0m , [31m581 it/s[0m ]
| rollout/                |             |
|    ep_len_mean          | 1e+03       |
|    ep_rew_mean          | -5.25e+03   |
| time/                   |             |
|    fps                  | 577         |
|    iterations           | 14          |
|    time_elapsed         | 49          |
|    total_timesteps      | 28672       |
| train/                  |             |
|    approx_kl            | 0.004400036 |
|    clip_fraction        | 0.0245      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.29       |
|    explained_variance   | 5.57e-05    |
|    learning_rate        | 0.0003      |
|    loss                 | 1.1e+03     |
|    n_updates            | 130         |
|    policy_gradient_loss | -0.00225    |
|    std                  | 1.01        |
|    value_loss           | 2.6e+03     |
-----------------------------------------
[2K-----------------------------------------━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m30,547/5,000,000 [0m [ [33m0:00:53[0m < [36m2:30:55[0m , [31m549 it/s[0m ]
| rollout/                |             |
|    ep_len_mean          | 1e+03       |
|    ep_rew_mean          | -5.25e+03   |
| time/                   |             |
|    fps                  | 571         |
|    iterations           | 15          |
|    time_elapsed         | 53          |
|    total_timesteps      | 30720       |
| train/                  |             |
|    approx_kl            | 0.005017524 |
|    clip_fraction        | 0.0153      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.29       |
|    explained_variance   | -2.24e-05   |
|    learning_rate        | 0.0003      |
|    loss                 | 1.2e+03     |
|    n_updates            | 140         |
|    policy_gradient_loss | -0.000691   |
|    std                  | 1.01        |
|    value_loss           | 2.47e+03    |
-----------------------------------------
[2K------------------------------------------━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m32,689/5,000,000 [0m [ [33m0:00:57[0m < [36m2:24:30[0m , [31m573 it/s[0m ]
| rollout/                |              |
|    ep_len_mean          | 1e+03        |
|    ep_rew_mean          | -5.25e+03    |
| time/                   |              |
|    fps                  | 569          |
|    iterations           | 16           |
|    time_elapsed         | 57           |
|    total_timesteps      | 32768        |
| train/                  |              |
|    approx_kl            | 0.0042707836 |
|    clip_fraction        | 0.0206       |
|    clip_range           | 0.2          |
|    entropy_loss         | -4.3         |
|    explained_variance   | 6.16e-05     |
|    learning_rate        | 0.0003       |
|    loss                 | 1.04e+03     |
|    n_updates            | 150          |
|    policy_gradient_loss | -0.00267     |
|    std                  | 1.02         |
|    value_loss           | 2.49e+03     |
------------------------------------------
[2K-----------------------------------------━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m34,657/5,000,000 [0m [ [33m0:01:01[0m < [36m2:26:07[0m , [31m566 it/s[0m ]
| rollout/                |             |
|    ep_len_mean          | 1e+03       |
|    ep_rew_mean          | -5.25e+03   |
| time/                   |             |
|    fps                  | 568         |
|    iterations           | 17          |
|    time_elapsed         | 61          |
|    total_timesteps      | 34816       |
| train/                  |             |
|    approx_kl            | 0.005085212 |
|    clip_fraction        | 0.0182      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.29       |
|    explained_variance   | 8.23e-05    |
|    learning_rate        | 0.0003      |
|    loss                 | 1e+03       |
|    n_updates            | 160         |
|    policy_gradient_loss | -0.000395   |
|    std                  | 1.01        |
|    value_loss           | 2.39e+03    |
-----------------------------------------
[2K------------------------------------------━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m36,844/5,000,000 [0m [ [33m0:01:04[0m < [36m2:24:15[0m , [31m573 it/s[0m ]
| rollout/                |              |
|    ep_len_mean          | 1e+03        |
|    ep_rew_mean          | -5.24e+03    |
| time/                   |              |
|    fps                  | 566          |
|    iterations           | 18           |
|    time_elapsed         | 65           |
|    total_timesteps      | 36864        |
| train/                  |              |
|    approx_kl            | 0.0093514705 |
|    clip_fraction        | 0.0455       |
|    clip_range           | 0.2          |
|    entropy_loss         | -4.28        |
|    explained_variance   | -0.00584     |
|    learning_rate        | 0.0003       |
|    loss                 | 942          |
|    n_updates            | 170          |
|    policy_gradient_loss | 0.0012       |
|    std                  | 1            |
|    value_loss           | 2.28e+03     |
------------------------------------------
[2K------------------------------------------━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m38,810/5,000,000 [0m [ [33m0:01:09[0m < [36m2:26:07[0m , [31m566 it/s[0m ]
| rollout/                |              |
|    ep_len_mean          | 1e+03        |
|    ep_rew_mean          | -5.25e+03    |
| time/                   |              |
|    fps                  | 562          |
|    iterations           | 19           |
|    time_elapsed         | 69           |
|    total_timesteps      | 38912        |
| train/                  |              |
|    approx_kl            | 0.0026074226 |
|    clip_fraction        | 0.0122       |
|    clip_range           | 0.2          |
|    entropy_loss         | -4.25        |
|    explained_variance   | -0.00041     |
|    learning_rate        | 0.0003       |
|    loss                 | 1.14e+03     |
|    n_updates            | 180          |
|    policy_gradient_loss | -0.000292    |
|    std                  | 0.992        |
|    value_loss           | 2.22e+03     |
------------------------------------------
[2K-----------------------------------------8;5;237m━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m40,801/5,000,000 [0m [ [33m0:01:12[0m < [36m2:26:26[0m , [31m564 it/s[0m ]
| rollout/                |             |
|    ep_len_mean          | 1e+03       |
|    ep_rew_mean          | -5.25e+03   |
| time/                   |             |
|    fps                  | 562         |
|    iterations           | 20          |
|    time_elapsed         | 72          |
|    total_timesteps      | 40960       |
| train/                  |             |
|    approx_kl            | 0.005660859 |
|    clip_fraction        | 0.0165      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.24       |
|    explained_variance   | 3.39e-05    |
|    learning_rate        | 0.0003      |
|    loss                 | 1.18e+03    |
|    n_updates            | 190         |
|    policy_gradient_loss | -0.00129    |
|    std                  | 0.997       |
|    value_loss           | 2.32e+03    |
-----------------------------------------
[2K------------------------------------------;5;237m━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m42,860/5,000,000 [0m [ [33m0:01:16[0m < [36m2:27:39[0m , [31m560 it/s[0m ]
| rollout/                |              |
|    ep_len_mean          | 1e+03        |
|    ep_rew_mean          | -5.25e+03    |
| time/                   |              |
|    fps                  | 560          |
|    iterations           | 21           |
|    time_elapsed         | 76           |
|    total_timesteps      | 43008        |
| train/                  |              |
|    approx_kl            | 0.0045359046 |
|    clip_fraction        | 0.0392       |
|    clip_range           | 0.2          |
|    entropy_loss         | -4.25        |
|    explained_variance   | 0.000192     |
|    learning_rate        | 0.0003       |
|    loss                 | 825          |
|    n_updates            | 200          |
|    policy_gradient_loss | -0.00303     |
|    std                  | 0.996        |
|    value_loss           | 2.12e+03     |
------------------------------------------
[2K------------------------------------------;5;237m━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m44,894/5,000,000 [0m [ [33m0:01:20[0m < [36m2:25:32[0m , [31m567 it/s[0m ]
| rollout/                |              |
|    ep_len_mean          | 1e+03        |
|    ep_rew_mean          | -5.25e+03    |
| time/                   |              |
|    fps                  | 559          |
|    iterations           | 22           |
|    time_elapsed         | 80           |
|    total_timesteps      | 45056        |
| train/                  |              |
|    approx_kl            | 0.0005324715 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -4.24        |
|    explained_variance   | 0.243        |
|    learning_rate        | 0.0003       |
|    loss                 | 480          |
|    n_updates            | 210          |
|    policy_gradient_loss | -0.000453    |
|    std                  | 0.996        |
|    value_loss           | 1.39e+03     |
------------------------------------------
[2K-------------------------------------------5;237m━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m47,011/5,000,000 [0m [ [33m0:01:24[0m < [36m2:28:18[0m , [31m557 it/s[0m ]
| rollout/                |               |
|    ep_len_mean          | 1e+03         |
|    ep_rew_mean          | -5.25e+03     |
| time/                   |               |
|    fps                  | 554           |
|    iterations           | 23            |
|    time_elapsed         | 84            |
|    total_timesteps      | 47104         |
| train/                  |               |
|    approx_kl            | 0.00015619467 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -4.25         |
|    explained_variance   | 0.534         |
|    learning_rate        | 0.0003        |
|    loss                 | 558           |
|    n_updates            | 220           |
|    policy_gradient_loss | -0.000201     |
|    std                  | 0.997         |
|    value_loss           | 1.31e+03      |
-------------------------------------------
[2K------------------------------------------;5;237m━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m49,036/5,000,000 [0m [ [33m0:01:29[0m < [36m2:30:53[0m , [31m547 it/s[0m ]
| rollout/                |              |
|    ep_len_mean          | 1e+03        |
|    ep_rew_mean          | -5.25e+03    |
| time/                   |              |
|    fps                  | 551          |
|    iterations           | 24           |
|    time_elapsed         | 89           |
|    total_timesteps      | 49152        |
| train/                  |              |
|    approx_kl            | 0.0011780446 |
|    clip_fraction        | 4.88e-05     |
|    clip_range           | 0.2          |
|    entropy_loss         | -4.25        |
|    explained_variance   | 0.526        |
|    learning_rate        | 0.0003       |
|    loss                 | 911          |
|    n_updates            | 230          |
|    policy_gradient_loss | -0.00159     |
|    std                  | 0.996        |
|    value_loss           | 1.57e+03     |
------------------------------------------
[2K------------------------------------------;5;237m━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m51,109/5,000,000 [0m [ [33m0:01:33[0m < [36m2:31:39[0m , [31m544 it/s[0m ]
| rollout/                |              |
|    ep_len_mean          | 1e+03        |
|    ep_rew_mean          | -5.25e+03    |
| time/                   |              |
|    fps                  | 550          |
|    iterations           | 25           |
|    time_elapsed         | 93           |
|    total_timesteps      | 51200        |
| train/                  |              |
|    approx_kl            | 0.0025414869 |
|    clip_fraction        | 0.000732     |
|    clip_range           | 0.2          |
|    entropy_loss         | -4.25        |
|    explained_variance   | 0.605        |
|    learning_rate        | 0.0003       |
|    loss                 | 444          |
|    n_updates            | 240          |
|    policy_gradient_loss | -0.00139     |
|    std                  | 0.997        |
|    value_loss           | 1.2e+03      |
------------------------------------------
[2K-----------------------------------------8;5;237m━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m53,163/5,000,000 [0m [ [33m0:01:37[0m < [36m2:32:26[0m , [31m541 it/s[0m ]
| rollout/                |             |
|    ep_len_mean          | 1e+03       |
|    ep_rew_mean          | -5.25e+03   |
| time/                   |             |
|    fps                  | 548         |
|    iterations           | 26          |
|    time_elapsed         | 97          |
|    total_timesteps      | 53248       |
| train/                  |             |
|    approx_kl            | 0.003289596 |
|    clip_fraction        | 0.00361     |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.24       |
|    explained_variance   | 0.646       |
|    learning_rate        | 0.0003      |
|    loss                 | 941         |
|    n_updates            | 250         |
|    policy_gradient_loss | -0.00196    |
|    std                  | 0.994       |
|    value_loss           | 1.42e+03    |
-----------------------------------------
[2K------------------------------------------;5;237m━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m55,124/5,000,000 [0m [ [33m0:01:40[0m < [36m2:30:42[0m , [31m547 it/s[0m ]
| rollout/                |              |
|    ep_len_mean          | 1e+03        |
|    ep_rew_mean          | -5.25e+03    |
| time/                   |              |
|    fps                  | 548          |
|    iterations           | 27           |
|    time_elapsed         | 100          |
|    total_timesteps      | 55296        |
| train/                  |              |
|    approx_kl            | 0.0011061307 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -4.24        |
|    explained_variance   | 0.393        |
|    learning_rate        | 0.0003       |
|    loss                 | 598          |
|    n_updates            | 260          |
|    policy_gradient_loss | -0.000658    |
|    std                  | 0.995        |
|    value_loss           | 1.23e+03     |
------------------------------------------
[2K------------------------------------------;5;237m━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m57,313/5,000,000 [0m [ [33m0:01:44[0m < [36m2:28:07[0m , [31m556 it/s[0m ]
| rollout/                |              |
|    ep_len_mean          | 1e+03        |
|    ep_rew_mean          | -5.25e+03    |
| time/                   |              |
|    fps                  | 550          |
|    iterations           | 28           |
|    time_elapsed         | 104          |
|    total_timesteps      | 57344        |
| train/                  |              |
|    approx_kl            | 0.0045762886 |
|    clip_fraction        | 0.012        |
|    clip_range           | 0.2          |
|    entropy_loss         | -4.24        |
|    explained_variance   | 0.884        |
|    learning_rate        | 0.0003       |
|    loss                 | 504          |
|    n_updates            | 270          |
|    policy_gradient_loss | -0.00357     |
|    std                  | 0.994        |
|    value_loss           | 995          |
------------------------------------------
[2K-----------------------------------------8;5;237m━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m59,343/5,000,000 [0m [ [33m0:01:47[0m < [36m2:26:45[0m , [31m561 it/s[0m ]
| rollout/                |             |
|    ep_len_mean          | 1e+03       |
|    ep_rew_mean          | -5.24e+03   |
| time/                   |             |
|    fps                  | 552         |
|    iterations           | 29          |
|    time_elapsed         | 107         |
|    total_timesteps      | 59392       |
| train/                  |             |
|    approx_kl            | 0.002348568 |
|    clip_fraction        | 0.00298     |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.24       |
|    explained_variance   | 0.83        |
|    learning_rate        | 0.0003      |
|    loss                 | 554         |
|    n_updates            | 280         |
|    policy_gradient_loss | -0.00219    |
|    std                  | 0.995       |
|    value_loss           | 1.36e+03    |
-----------------------------------------
[2K-----------------------------------------8;5;237m━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m61,392/5,000,000 [0m [ [33m0:01:50[0m < [36m2:21:44[0m , [31m581 it/s[0m ]
| rollout/                |             |
|    ep_len_mean          | 1e+03       |
|    ep_rew_mean          | -5.24e+03   |
| time/                   |             |
|    fps                  | 553         |
|    iterations           | 30          |
|    time_elapsed         | 111         |
|    total_timesteps      | 61440       |
| train/                  |             |
|    approx_kl            | 0.001970111 |
|    clip_fraction        | 0.000391    |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.24       |
|    explained_variance   | 0.457       |
|    learning_rate        | 0.0003      |
|    loss                 | 750         |
|    n_updates            | 290         |
|    policy_gradient_loss | -0.00211    |
|    std                  | 0.996       |
|    value_loss           | 1.74e+03    |
-----------------------------------------
[2K------------------------------------------;5;237m━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m63,401/5,000,000 [0m [ [33m0:01:54[0m < [36m2:28:14[0m , [31m555 it/s[0m ]
| rollout/                |              |
|    ep_len_mean          | 1e+03        |
|    ep_rew_mean          | -5.24e+03    |
| time/                   |              |
|    fps                  | 553          |
|    iterations           | 31           |
|    time_elapsed         | 114          |
|    total_timesteps      | 63488        |
| train/                  |              |
|    approx_kl            | 0.0027402367 |
|    clip_fraction        | 0.00361      |
|    clip_range           | 0.2          |
|    entropy_loss         | -4.25        |
|    explained_variance   | -0.308       |
|    learning_rate        | 0.0003       |
|    loss                 | 598          |
|    n_updates            | 300          |
|    policy_gradient_loss | -0.00202     |
|    std                  | 1            |
|    value_loss           | 1.36e+03     |
------------------------------------------
[2K------------------------------------------;5;237m━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m65,432/5,000,000 [0m [ [33m0:01:57[0m < [36m2:20:57[0m , [31m584 it/s[0m ]
| rollout/                |              |
|    ep_len_mean          | 1e+03        |
|    ep_rew_mean          | -5.24e+03    |
| time/                   |              |
|    fps                  | 555          |
|    iterations           | 32           |
|    time_elapsed         | 117          |
|    total_timesteps      | 65536        |
| train/                  |              |
|    approx_kl            | 0.0043988205 |
|    clip_fraction        | 0.00962      |
|    clip_range           | 0.2          |
|    entropy_loss         | -4.27        |
